127.0.0.1 - - [31/Dec/2016:23:55:50 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=574ED3DB-5D00-4F7A-BFCB-56F3E9CF5CF9&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
172.91.120.238 - - [31/Dec/2016:23:36:13 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22London%20Airport%20Private%20Arrival%20Transfer%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%223891LONAPTHTL_P%5C%22%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4750.03&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=15&sdk=Apsalar%2F7.3.1&h=cb4aecc7761c22c2cc884ea179c953d59bb33868 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
49.185.246.209 - - [31/Dec/2016:23:55:48 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.04&n=Launch&e=%7B%22adInfoId%22%3A%2213AC1A8F-915F-4F37-B7DD-F1A8542095BD%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=170.60&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=5&sdk=Apsalar%2F7.3.1&h=24002387bb1825e27c221a71306a29018b36e51b HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:36:21 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22London%20Harry%20Potter%20Walking%20Tour%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%225227POTTER%5C%22%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4758.15&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=16&sdk=Apsalar%2F7.3.1&h=4add1c428d6c8f0ead01e294197720bcb1d7f6a3 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:36:38 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.01&n=viewProduct&e=%7B%22productName%22%3A%22London%20Harry%20Potter%20Walking%20Tour%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%225227POTTER%5C%22%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4774.72&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=17&sdk=Apsalar%2F7.3.1&h=0e5e80ff450ab872d255b006b61eca357c1a9252 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:36:42 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.09&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4778.24&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=0&sdk=Apsalar%2F7.3.1&h=c68654c82052fc9ab0594e6ed2a570f097f6ce5a HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=None&adv_id=None&ma=None&ann=Y
49.185.246.209 - - [31/Dec/2016:23:56:00 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.04&n=viewProduct&e=%7B%22productName%22%3A%22The%20Beatles%E2%84%A2%20LOVE%E2%84%A2%20by%20Cirque%20du%20Soleil%C2%AE%20at%20the%20Mirage%20Hotel%20and%20Casino%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%225156LASLOV%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=183.01&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=6&sdk=Apsalar%2F7.3.1&h=a498512005d3dda6d2bdf413224ad8b46e15c26d HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:38:22 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.05&n=Launch&e=%7B%22adInfoId%22%3A%2200000000-0000-0000-0000-000000000000%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4878.58&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=18&sdk=Apsalar%2F7.3.1&h=1c99bf670a6c24c9b5b663bdc3196d4e83aff9f3 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
49.185.246.209 - - [31/Dec/2016:23:56:05 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22All%20Shook%20Up%20at%20the%20Planet%20Hollywood%20Resort%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%223072LASALL%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=187.21&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=7&sdk=Apsalar%2F7.3.1&h=2c7677b63f4980e8ba8bfd8ad25a2c25adedd1d2 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
109.227.42.88 - - [31/Dec/2016:23:51:39 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22adInfoId%22%3A%22605d0255-bbe6-4648-b294-5f7ff1d30992%22%7D&i=com.viator.mobile.android&n=Launch&p=Android&rt=json&s=066f572a-b421-4f95-a30f-4fa9c627deb1&sdk=Apsalar%2F6.5&t=1102.175&u=605d0255-bbe6-4648-b294-5f7ff1d30992&k=AIFA&seq=6&lag=0.005&h=e93f411e62a494c6db36f0a37ff4d38a56e1956b HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G935F Build/MMB29K)" "109.227.42.88" 0.000 "-" country=HR&mo=SM-G935F&adv_id=605d0255-bbe6-4648-b294-5f7ff1d30992&ma=samsung&ann=Y
172.91.120.238 - - [31/Dec/2016:23:38:25 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22London%20Harry%20Potter%20Walking%20Tour%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%225227POTTER%5C%22%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4881.47&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=19&sdk=Apsalar%2F7.3.1&h=526d487f045ba0acc5ed39178731a777621d2d3c HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
49.185.246.209 - - [31/Dec/2016:23:56:28 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22All%20Shook%20Up%20at%20the%20Planet%20Hollywood%20Resort%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%223072LASALL%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=210.23&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=8&sdk=Apsalar%2F7.3.1&h=56733dbf6bb42fb962a7b938ac357a1e95fa7b66 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:38:39 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22London%20to%20Stonehenge%20Shuttle%20Bus%20%26%20Independent%20Day%20Trip%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%222452T71_STONEHENGE%5C%22%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4895.64&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=20&sdk=Apsalar%2F7.3.1&h=a8dafe3996f7216d935e2436f67b73bc292e1db5 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:38:57 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.11&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=4912.50&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=0&sdk=Apsalar%2F7.3.1&h=7f296c45e6eefe1ac1507f6da9cde0aec40f74ee HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=None&adv_id=None&ma=None&ann=Y
49.185.246.209 - - [31/Dec/2016:23:57:03 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22All%20Shook%20Up%20at%20the%20Planet%20Hollywood%20Resort%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%223072LASALL%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=245.59&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=9&sdk=Apsalar%2F7.3.1&h=d0e7ee10adf3ea5f11fc8178b11d73b0d178a8c3 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
5.156.126.201 - - [31/Dec/2016:23:39:03 -0800] "GET /api/v1/event?a=viator&k=APID&u=83AE5498-4CAD-4969-86F4-2D123D2DE1D4&av=5.3.0&i=com.viator&lag=0.07&n=Launch&e=%7B%22adInfoId%22%3A%222AB29405-88AF-4D03-B398-B135E5EEEFD7%22%7D&p=iOS&rt=plist&s=F560E01B-F60B-4BBC-8D1D-58C44AE2A617&t=6607.75&idfa=2AB29405-88AF-4D03-B398-B135E5EEEFD7&idfv=62AD0472-49F7-4834-BEF3-ADF46BFDB904&seq=11&sdk=Apsalar%2F7.3.1&h=cb666f07a0d89dad503e478991f7ee6d7af71e29 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "5.156.126.201" 0.000 "-" country=SA&mo=iPhone7%2C2&adv_id=2AB29405-88AF-4D03-B398-B135E5EEEFD7&ma=Apple&ann=Y
5.156.126.201 - - [31/Dec/2016:23:39:33 -0800] "GET /api/v1/event?a=viator&k=APID&u=83AE5498-4CAD-4969-86F4-2D123D2DE1D4&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Viator%20Exclusive%3A%20Versailles%20and%20Marie-Antoinette%22%2C%22primaryDestinationId%22%3A479%2C%22primaryDestinationName%22%3A%22Paris%22%2C%22viewProduct%22%3A%22%5C%225622VEXCVERSGUIDED%5C%22%22%7D&p=iOS&rt=plist&s=F560E01B-F60B-4BBC-8D1D-58C44AE2A617&t=6638.53&idfa=2AB29405-88AF-4D03-B398-B135E5EEEFD7&idfv=62AD0472-49F7-4834-BEF3-ADF46BFDB904&seq=12&sdk=Apsalar%2F7.3.1&h=891757ba412230b3d30a4e81365fa33cbbaf71cf HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "5.156.126.201" 0.000 "-" country=SA&mo=iPhone7%2C2&adv_id=2AB29405-88AF-4D03-B398-B135E5EEEFD7&ma=Apple&ann=Y
49.185.246.209 - - [31/Dec/2016:23:57:06 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Mike%20Tyson%3A%20Undisputed%20Truth%20at%20the%20MGM%20Grand%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%225156LASMIK%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=248.42&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=10&sdk=Apsalar%2F7.3.1&h=740917964ebf8900125e3d4a2e7015f60aabbcc8 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
5.156.126.201 - - [31/Dec/2016:23:40:08 -0800] "GET /api/v1/event?a=viator&k=APID&u=83AE5498-4CAD-4969-86F4-2D123D2DE1D4&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Skip%20the%20Line%3A%20Louvre%20Museum%20Walking%20Tour%20including%20Venus%20de%20Milo%20and%20Mona%20Lisa%22%2C%22primaryDestinationId%22%3A479%2C%22primaryDestinationName%22%3A%22Paris%22%2C%22viewProduct%22%3A%22%5C%223731LOUVRE%5C%22%22%7D&p=iOS&rt=plist&s=F560E01B-F60B-4BBC-8D1D-58C44AE2A617&t=6673.03&idfa=2AB29405-88AF-4D03-B398-B135E5EEEFD7&idfv=62AD0472-49F7-4834-BEF3-ADF46BFDB904&seq=13&sdk=Apsalar%2F7.3.1&h=2e2e7dacb589daf00acfd0ccde9e28a8cba044b4 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "5.156.126.201" 0.000 "-" country=SA&mo=iPhone7%2C2&adv_id=2AB29405-88AF-4D03-B398-B135E5EEEFD7&ma=Apple&ann=Y
49.185.246.209 - - [31/Dec/2016:23:57:14 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Mike%20Tyson%3A%20Undisputed%20Truth%20at%20the%20MGM%20Grand%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%225156LASMIK%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=256.45&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=11&sdk=Apsalar%2F7.3.1&h=8bc59cd3a3586da16f25f5358dfc3f42973327aa HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:40:43 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.03&n=Launch&e=%7B%22adInfoId%22%3A%2200000000-0000-0000-0000-000000000000%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=5019.58&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=21&sdk=Apsalar%2F7.3.1&h=8202c18a40d19d1630e88c407aae426a29fd0ecc HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:40:44 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.07&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=5021.10&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=0&sdk=Apsalar%2F7.3.1&h=0ddf443d85c2c77fe2642120a29444466109020d HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=None&adv_id=None&ma=None&ann=Y
49.195.6.103 - - [31/Dec/2016:23:52:34 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22adInfoId%22%3A%22a61c22b7-d4f4-40ce-8aa8-388acd0efcf4%22%7D&i=com.viator.mobile.android&n=Launch&p=Android&rt=json&s=4490ab0c-7e2d-4009-a106-5a7dac5befd1&sdk=Apsalar%2F6.5&t=3.861&u=a61c22b7-d4f4-40ce-8aa8-388acd0efcf4&k=AIFA&seq=1&lag=19.733&h=ecbb24a35c27b9874c5084a36bb07ee980e5b246 HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 7.1.1; Nexus 5X Build/NMF26F)" "49.195.6.103" 0.000 "-" country=AU&mo=Nexus+5X&adv_id=a61c22b7-d4f4-40ce-8aa8-388acd0efcf4&ma=LGE&ann=Y
49.185.246.209 - - [31/Dec/2016:23:57:34 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Mike%20Tyson%3A%20Undisputed%20Truth%20at%20the%20MGM%20Grand%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%225156LASMIK%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=276.82&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=12&sdk=Apsalar%2F7.3.1&h=32ce12c6e14e940d911cb461ee459f3496d257a6 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
49.185.246.209 - - [31/Dec/2016:23:57:38 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Mike%20Tyson%3A%20Undisputed%20Truth%20at%20the%20MGM%20Grand%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%225156LASMIK%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=280.90&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=13&sdk=Apsalar%2F7.3.1&h=9ccaf1cce1a2eae6446a0ff45a9fd6a3d160a086 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:40:58 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.06&n=Launch&e=%7B%22adInfoId%22%3A%2200000000-0000-0000-0000-000000000000%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=5034.00&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=22&sdk=Apsalar%2F7.3.1&h=fdb964f26f38bf04ec175949625780432919d583 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
49.185.246.209 - - [31/Dec/2016:23:57:51 -0800] "GET /api/v1/event?a=viator&k=APID&u=8FC292C6-FCC7-4E8D-8786-54828F81C19E&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Mike%20Tyson%3A%20Undisputed%20Truth%20at%20the%20MGM%20Grand%22%2C%22primaryDestinationId%22%3A684%2C%22primaryDestinationName%22%3A%22Las%20Vegas%22%2C%22viewProduct%22%3A%22%5C%225156LASMIK%5C%22%22%7D&p=iOS&rt=plist&s=9AB350A2-FEAC-45EC-94A8-B5E239EA40E6&t=293.71&idfa=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&idfv=03334776-BCC3-4717-9B96-BE2E19524BEA&seq=14&sdk=Apsalar%2F7.3.1&h=8fbc340b632558b011637adb33c91a4b8882e6ff HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "49.185.246.209" 0.000 "-" country=AU&mo=iPhone7%2C1&adv_id=13AC1A8F-915F-4F37-B7DD-F1A8542095BD&ma=Apple&ann=Y
5.156.126.201 - - [31/Dec/2016:23:41:05 -0800] "GET /api/v1/event?a=viator&k=APID&u=83AE5498-4CAD-4969-86F4-2D123D2DE1D4&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Skip%20the%20Line%3A%20Louvre%20Museum%20Walking%20Tour%20including%20Venus%20de%20Milo%20and%20Mona%20Lisa%22%2C%22primaryDestinationId%22%3A479%2C%22primaryDestinationName%22%3A%22Paris%22%2C%22viewProduct%22%3A%22%5C%223731LOUVRE%5C%22%22%7D&p=iOS&rt=plist&s=F560E01B-F60B-4BBC-8D1D-58C44AE2A617&t=6730.44&idfa=2AB29405-88AF-4D03-B398-B135E5EEEFD7&idfv=62AD0472-49F7-4834-BEF3-ADF46BFDB904&seq=14&sdk=Apsalar%2F7.3.1&h=0d1aa34dd62cdfba6d2903de7735b8b23841f5e9 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "5.156.126.201" 0.000 "-" country=SA&mo=iPhone7%2C2&adv_id=2AB29405-88AF-4D03-B398-B135E5EEEFD7&ma=Apple&ann=Y
172.91.120.238 - - [31/Dec/2016:23:41:22 -0800] "GET /api/v1/event?a=viator&k=APID&u=74E680B2-962F-4726-9C39-09DE2D00197B&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22Fully%20Escorted%20Day%20Trip%20to%20Paris%20from%20London%20Including%20River%20Cruise%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%225461P22%5C%22%22%7D&p=iOS&rt=plist&s=078EA02D-8F70-4689-B538-14737686FD9F&t=5058.56&idfa=(null)&idfv=1D151AE6-3849-40C6-898B-9F756D8C9104&seq=23&sdk=Apsalar%2F7.3.1&h=0996dcad56ea8bad1fc3ee891e0a970c7af9771b HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "172.91.120.238" 0.000 "-" country=US&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
